ImageNameInternal,ObjectId,PatchId,PercentageOfWhite
3x4@_0_105768.jpg,105768,0,51
3x4@_0_111756.jpg,111756,0,54
3x4@_0_114069.jpg,114069,0,52
3x4@_0_114075.jpg,114075,0,54
3x4@_0_120669.jpg,120669,0,50
3x4@_0_123159.jpg,123159,0,51
3x4@_0_127827.jpg,127827,0,52
3x4@_0_136635.jpg,136635,0,51
3x4@_0_141731.jpg,141731,0,51
3x4@_0_143966.jpg,143966,0,53
3x4@_0_144638.jpg,144638,0,53
3x4@_0_150583.jpg,150583,0,54
3x4@_0_150592.jpg,150592,0,53
3x4@_0_155317.jpg,155317,0,52
3x4@_0_159242.jpg,159242,0,50
3x4@_0_159302.jpg,159302,0,54
3x4@_0_164814.jpg,164814,0,54
3x4@_0_164817.jpg,164817,0,53
3x4@_0_164820.jpg,164820,0,53
3x4@_0_164832.jpg,164832,0,52
3x4@_0_172041.jpg,172041,0,52
3x4@_0_172095.jpg,172095,0,52
3x4@_0_177708.jpg,177708,0,54
3x4@_0_177762.jpg,177762,0,51
3x4@_0_181278.jpg,181278,0,51
3x4@_0_191874.jpg,191874,0,53
3x4@_0_192006.jpg,192006,0,53
3x4@_0_195156.jpg,195156,0,51
3x4@_0_195159.jpg,195159,0,50
3x4@_0_195528.jpg,195528,0,50
3x4@_0_202416.jpg,202416,0,53
3x4@_0_205038.jpg,205038,0,53
3x4@_0_205554.jpg,205554,0,53
3x4@_0_205608.jpg,205608,0,50
3x4@_0_205611.jpg,205611,0,51
3x4@_0_210612.jpg,210612,0,50
3x4@_0_217339.jpg,217339,0,54
3x4@_0_220834.jpg,220834,0,52
3x4@_0_223909.jpg,223909,0,53
3x4@_0_224335.jpg,224335,0,51
3x4@_0_226855.jpg,226855,0,54
3x4@_0_226924.jpg,226924,0,50
3x4@_0_226963.jpg,226963,0,54
3x4@_0_226990.jpg,226990,0,53
3x4@_0_226993.jpg,226993,0,51
3x4@_0_227017.jpg,227017,0,54
3x4@_0_227173.jpg,227173,0,54
3x4@_0_231232.jpg,231232,0,52
3x4@_0_231334.jpg,231334,0,53
3x4@_0_231397.jpg,231397,0,51
3x4@_0_235915.jpg,235915,0,53
3x4@_0_236053.jpg,236053,0,53
3x4@_0_237856.jpg,237856,0,52
3x4@_0_239941.jpg,239941,0,52
3x4@_0_241738.jpg,241738,0,53
3x4@_0_241747.jpg,241747,0,54
3x4@_0_243031.jpg,243031,0,54
3x4@_0_243037.jpg,243037,0,50
3x4@_0_243061.jpg,243061,0,53
3x4@_0_243574.jpg,243574,0,50
3x4@_0_243616.jpg,243616,0,53
3x4@_0_243634.jpg,243634,0,53
3x4@_0_248359.jpg,248359,0,52
3x4@_0_248443.jpg,248443,0,53
3x4@_0_248476.jpg,248476,0,52
3x4@_0_249835.jpg,249835,0,51
3x4@_0_251605.jpg,251605,0,53
3x4@_0_254224.jpg,254224,0,54
3x4@_0_254248.jpg,254248,0,54
3x4@_0_254293.jpg,254293,0,51
3x4@_0_254419.jpg,254419,0,53
3x4@_0_254428.jpg,254428,0,53
3x4@_0_256486.jpg,256486,0,52
3x4@_0_256489.jpg,256489,0,52
3x4@_0_256681.jpg,256681,0,54
3x4@_0_256684.jpg,256684,0,54
3x4@_0_259456.jpg,259456,0,51
3x4@_0_259486.jpg,259486,0,53
3x4@_0_259540.jpg,259540,0,50
3x4@_0_259552.jpg,259552,0,50
3x4@_0_263569.jpg,263569,0,51
3x4@_0_263890.jpg,263890,0,52
3x4@_0_267391.jpg,267391,0,54
3x4@_0_267589.jpg,267589,0,50
3x4@_0_271903.jpg,271903,0,53
3x4@_0_273087.jpg,273087,0,54
3x4@_0_274680.jpg,274680,0,51
3x4@_0_274698.jpg,274698,0,54
3x4@_0_274716.jpg,274716,0,52
3x4@_0_276777.jpg,276777,0,54
3x4@_0_276816.jpg,276816,0,52
3x4@_0_276858.jpg,276858,0,51
3x4@_0_276867.jpg,276867,0,53
3x4@_0_279108.jpg,279108,0,53
3x4@_0_280461.jpg,280461,0,53
3x4@_0_280467.jpg,280467,0,54
3x4@_0_280494.jpg,280494,0,50
3x4@_0_280497.jpg,280497,0,53
3x4@_0_280500.jpg,280500,0,54
3x4@_0_280605.jpg,280605,0,51
3x4@_0_280614.jpg,280614,0,53
3x4@_0_280626.jpg,280626,0,53
3x4@_0_282747.jpg,282747,0,54
3x4@_0_282888.jpg,282888,0,51
3x4@_0_282909.jpg,282909,0,50
3x4@_0_283647.jpg,283647,0,54
3x4@_0_285288.jpg,285288,0,52
3x4@_0_285438.jpg,285438,0,52
3x4@_0_285504.jpg,285504,0,52
3x4@_0_285510.jpg,285510,0,52
3x4@_0_285729.jpg,285729,0,53
3x4@_0_287508.jpg,287508,0,54
3x4@_0_288669.jpg,288669,0,54
3x4@_0_288783.jpg,288783,0,51
3x4@_0_289014.jpg,289014,0,54
3x4@_0_290685.jpg,290685,0,52
3x4@_0_290757.jpg,290757,0,54
3x4@_0_290859.jpg,290859,0,53
3x4@_0_290871.jpg,290871,0,54
3x4@_0_292311.jpg,292311,0,52
3x4@_0_292392.jpg,292392,0,53
3x4@_0_296823.jpg,296823,0,53
3x4@_0_299694.jpg,299694,0,53
3x4@_0_299700.jpg,299700,0,51
3x4@_0_299721.jpg,299721,0,53
3x4@_0_30624.jpg,30624,0,54
3x4@_0_30626.jpg,30626,0,52
3x4@_0_40303.jpg,40303,0,51
3x4@_0_54347.jpg,54347,0,52
3x4@_0_55173.jpg,55173,0,52
3x4@_0_56068.jpg,56068,0,54
3x4@_0_56079.jpg,56079,0,51
3x4@_0_56085.jpg,56085,0,51
3x4@_0_56377.jpg,56377,0,51
