ImageNameInternal,ObjectId,PatchId,PercentageOfWhite
3x4@_0_109746.jpg,109746,0,85
3x4@_0_113121.jpg,113121,0,87
3x4@_0_113580.jpg,113580,0,87
3x4@_0_119826.jpg,119826,0,87
3x4@_0_122571.jpg,122571,0,85
3x4@_0_133836.jpg,133836,0,86
3x4@_0_137058.jpg,137058,0,87
3x4@_0_139701.jpg,139701,0,89
3x4@_0_140304.jpg,140304,0,85
3x4@_0_140331.jpg,140331,0,85
3x4@_0_141150.jpg,141150,0,86
3x4@_0_150682.jpg,150682,0,85
3x4@_0_150958.jpg,150958,0,88
3x4@_0_153124.jpg,153124,0,89
3x4@_0_153226.jpg,153226,0,87
3x4@_0_153271.jpg,153271,0,85
3x4@_0_155452.jpg,155452,0,89
3x4@_0_156249.jpg,156249,0,88
3x4@_0_156264.jpg,156264,0,86
3x4@_0_159983.jpg,159983,0,86
3x4@_0_160487.jpg,160487,0,89
3x4@_0_160535.jpg,160535,0,85
3x4@_0_163218.jpg,163218,0,85
3x4@_0_163395.jpg,163395,0,87
3x4@_0_163401.jpg,163401,0,88
3x4@_0_164286.jpg,164286,0,86
3x4@_0_167364.jpg,167364,0,86
3x4@_0_167397.jpg,167397,0,88
3x4@_0_172962.jpg,172962,0,85
3x4@_0_173115.jpg,173115,0,86
3x4@_0_173121.jpg,173121,0,85
3x4@_0_173127.jpg,173127,0,85
3x4@_0_176007.jpg,176007,0,87
3x4@_0_176010.jpg,176010,0,85
3x4@_0_176037.jpg,176037,0,85
3x4@_0_176055.jpg,176055,0,85
3x4@_0_177420.jpg,177420,0,87
3x4@_0_177456.jpg,177456,0,87
3x4@_0_180426.jpg,180426,0,86
3x4@_0_182592.jpg,182592,0,85
3x4@_0_183219.jpg,183219,0,85
3x4@_0_183414.jpg,183414,0,87
3x4@_0_183534.jpg,183534,0,87
3x4@_0_183558.jpg,183558,0,88
3x4@_0_183786.jpg,183786,0,85
3x4@_0_183906.jpg,183906,0,87
3x4@_0_193053.jpg,193053,0,89
3x4@_0_193080.jpg,193080,0,85
3x4@_0_193593.jpg,193593,0,87
3x4@_0_193632.jpg,193632,0,87
3x4@_0_193671.jpg,193671,0,85
3x4@_0_193830.jpg,193830,0,86
3x4@_0_193905.jpg,193905,0,85
3x4@_0_193920.jpg,193920,0,87
3x4@_0_193995.jpg,193995,0,88
3x4@_0_197088.jpg,197088,0,86
3x4@_0_197238.jpg,197238,0,85
3x4@_0_197313.jpg,197313,0,88
3x4@_0_200316.jpg,200316,0,88
3x4@_0_204417.jpg,204417,0,88
3x4@_0_204561.jpg,204561,0,86
3x4@_0_204609.jpg,204609,0,85
3x4@_0_204702.jpg,204702,0,89
3x4@_0_204711.jpg,204711,0,86
3x4@_0_204714.jpg,204714,0,89
3x4@_0_207411.jpg,207411,0,85
3x4@_0_207516.jpg,207516,0,87
3x4@_0_207540.jpg,207540,0,86
3x4@_0_207588.jpg,207588,0,86
3x4@_0_210072.jpg,210072,0,87
3x4@_0_210084.jpg,210084,0,88
3x4@_0_210198.jpg,210198,0,87
3x4@_0_210210.jpg,210210,0,86
3x4@_0_210336.jpg,210336,0,89
3x4@_0_210468.jpg,210468,0,87
3x4@_0_212665.jpg,212665,0,89
3x4@_0_212692.jpg,212692,0,86
3x4@_0_218557.jpg,218557,0,85
3x4@_0_218605.jpg,218605,0,87
3x4@_0_220330.jpg,220330,0,86
3x4@_0_220393.jpg,220393,0,89
3x4@_0_220450.jpg,220450,0,85
3x4@_0_222754.jpg,222754,0,89
3x4@_0_222976.jpg,222976,0,85
3x4@_0_222979.jpg,222979,0,86
3x4@_0_222982.jpg,222982,0,86
3x4@_0_223153.jpg,223153,0,85
3x4@_0_223204.jpg,223204,0,89
3x4@_0_225517.jpg,225517,0,87
3x4@_0_225526.jpg,225526,0,86
3x4@_0_225712.jpg,225712,0,87
3x4@_0_227764.jpg,227764,0,89
3x4@_0_227899.jpg,227899,0,88
3x4@_0_227929.jpg,227929,0,87
3x4@_0_227947.jpg,227947,0,89
3x4@_0_227974.jpg,227974,0,86
3x4@_0_228043.jpg,228043,0,86
3x4@_0_230047.jpg,230047,0,89
3x4@_0_230104.jpg,230104,0,85
3x4@_0_232765.jpg,232765,0,87
3x4@_0_235006.jpg,235006,0,88
3x4@_0_235165.jpg,235165,0,87
3x4@_0_237145.jpg,237145,0,85
3x4@_0_237154.jpg,237154,0,89
3x4@_0_238858.jpg,238858,0,87
3x4@_0_238864.jpg,238864,0,85
3x4@_0_238867.jpg,238867,0,86
3x4@_0_238870.jpg,238870,0,86
3x4@_0_238915.jpg,238915,0,87
3x4@_0_238975.jpg,238975,0,88
3x4@_0_241789.jpg,241789,0,85
3x4@_0_241828.jpg,241828,0,86
3x4@_0_241840.jpg,241840,0,86
3x4@_0_241876.jpg,241876,0,89
3x4@_0_242008.jpg,242008,0,88
3x4@_0_242164.jpg,242164,0,88
3x4@_0_242170.jpg,242170,0,86
3x4@_0_244822.jpg,244822,0,86
3x4@_0_244846.jpg,244846,0,86
