ImageNameInternal,ObjectId,PatchId,PercentageOfWhite
3x4@_0_102558.jpg,102558,0,100
3x4@_0_102597.jpg,102597,0,100
3x4@_0_104511.jpg,104511,0,100
3x4@_0_105009.jpg,105009,0,100
3x4@_0_106452.jpg,106452,0,100
3x4@_0_106653.jpg,106653,0,100
3x4@_0_109479.jpg,109479,0,100
3x4@_0_109695.jpg,109695,0,100
3x4@_0_109854.jpg,109854,0,100
3x4@_0_110460.jpg,110460,0,100
3x4@_0_110475.jpg,110475,0,100
3x4@_0_111507.jpg,111507,0,100
3x4@_0_113715.jpg,113715,0,100
3x4@_0_113730.jpg,113730,0,100
3x4@_0_113751.jpg,113751,0,100
3x4@_0_117471.jpg,117471,0,100
3x4@_0_118680.jpg,118680,0,100
3x4@_0_118683.jpg,118683,0,100
3x4@_0_118788.jpg,118788,0,100
3x4@_0_122325.jpg,122325,0,100
3x4@_0_122370.jpg,122370,0,100
3x4@_0_123288.jpg,123288,0,100
3x4@_0_123411.jpg,123411,0,100
3x4@_0_123471.jpg,123471,0,100
3x4@_0_124707.jpg,124707,0,100
3x4@_0_124755.jpg,124755,0,100
3x4@_0_125397.jpg,125397,0,100
3x4@_0_125412.jpg,125412,0,100
3x4@_0_125478.jpg,125478,0,100
3x4@_0_125775.jpg,125775,0,100
3x4@_0_129885.jpg,129885,0,100
3x4@_0_129915.jpg,129915,0,100
3x4@_0_130071.jpg,130071,0,100
3x4@_0_130092.jpg,130092,0,100
3x4@_0_130134.jpg,130134,0,100
3x4@_0_131418.jpg,131418,0,100
3x4@_0_135978.jpg,135978,0,100
3x4@_0_135987.jpg,135987,0,100
3x4@_0_135990.jpg,135990,0,100
3x4@_0_136005.jpg,136005,0,100
3x4@_0_136023.jpg,136023,0,100
3x4@_0_136032.jpg,136032,0,100
3x4@_0_136035.jpg,136035,0,100
3x4@_0_140412.jpg,140412,0,100
3x4@_0_140418.jpg,140418,0,100
3x4@_0_140844.jpg,140844,0,100
3x4@_0_140925.jpg,140925,0,100
3x4@_0_141169.jpg,141169,0,100
3x4@_0_142721.jpg,142721,0,100
3x4@_0_145652.jpg,145652,0,100
3x4@_0_146132.jpg,146132,0,100
3x4@_0_153184.jpg,153184,0,100
3x4@_0_153574.jpg,153574,0,100
3x4@_0_155416.jpg,155416,0,100
3x4@_0_157472.jpg,157472,0,100
3x4@_0_157565.jpg,157565,0,100
3x4@_0_157814.jpg,157814,0,100
3x4@_0_157841.jpg,157841,0,100
3x4@_0_158174.jpg,158174,0,100
3x4@_0_158378.jpg,158378,0,100
3x4@_0_158393.jpg,158393,0,100
3x4@_0_158426.jpg,158426,0,100
3x4@_0_161321.jpg,161321,0,100
3x4@_0_161348.jpg,161348,0,100
3x4@_0_161378.jpg,161378,0,100
3x4@_0_161414.jpg,161414,0,100
3x4@_0_161447.jpg,161447,0,100
3x4@_0_161468.jpg,161468,0,100
3x4@_0_161677.jpg,161677,0,100
3x4@_0_161680.jpg,161680,0,100
3x4@_0_161758.jpg,161758,0,100
3x4@_0_161785.jpg,161785,0,100
3x4@_0_161794.jpg,161794,0,100
3x4@_0_161821.jpg,161821,0,100
3x4@_0_161845.jpg,161845,0,100
3x4@_0_161890.jpg,161890,0,100
3x4@_0_161953.jpg,161953,0,100
3x4@_0_162073.jpg,162073,0,100
3x4@_0_162120.jpg,162120,0,100
3x4@_0_166308.jpg,166308,0,100
3x4@_0_166500.jpg,166500,0,100
3x4@_0_166509.jpg,166509,0,100
3x4@_0_166512.jpg,166512,0,100
3x4@_0_166809.jpg,166809,0,100
3x4@_0_166839.jpg,166839,0,100
3x4@_0_166842.jpg,166842,0,100
3x4@_0_166848.jpg,166848,0,100
3x4@_0_168990.jpg,168990,0,100
3x4@_0_169026.jpg,169026,0,100
3x4@_0_169449.jpg,169449,0,100
3x4@_0_173742.jpg,173742,0,100
3x4@_0_173982.jpg,173982,0,100
3x4@_0_173994.jpg,173994,0,100
3x4@_0_174036.jpg,174036,0,100
3x4@_0_174075.jpg,174075,0,100
3x4@_0_174102.jpg,174102,0,100
3x4@_0_174135.jpg,174135,0,100
3x4@_0_174150.jpg,174150,0,100
3x4@_0_174153.jpg,174153,0,100
3x4@_0_174198.jpg,174198,0,100
3x4@_0_174213.jpg,174213,0,100
3x4@_0_174246.jpg,174246,0,100
3x4@_0_174252.jpg,174252,0,100
3x4@_0_174264.jpg,174264,0,100
3x4@_0_174270.jpg,174270,0,100
3x4@_0_174276.jpg,174276,0,100
3x4@_0_174279.jpg,174279,0,100
3x4@_0_174321.jpg,174321,0,100
3x4@_0_174324.jpg,174324,0,100
3x4@_0_174327.jpg,174327,0,100
3x4@_0_174339.jpg,174339,0,100
3x4@_0_174342.jpg,174342,0,100
3x4@_0_174345.jpg,174345,0,100
3x4@_0_175887.jpg,175887,0,100
3x4@_0_175941.jpg,175941,0,100
3x4@_0_175947.jpg,175947,0,100
3x4@_0_175953.jpg,175953,0,100
3x4@_0_175971.jpg,175971,0,100
3x4@_0_175983.jpg,175983,0,100
3x4@_0_176211.jpg,176211,0,100
3x4@_0_176289.jpg,176289,0,100
3x4@_0_176295.jpg,176295,0,100
3x4@_0_176355.jpg,176355,0,100
3x4@_0_176394.jpg,176394,0,100
3x4@_0_176400.jpg,176400,0,100
3x4@_0_176421.jpg,176421,0,100
3x4@_0_176436.jpg,176436,0,100
3x4@_0_176442.jpg,176442,0,100
3x4@_0_176454.jpg,176454,0,100
3x4@_0_176457.jpg,176457,0,100
3x4@_0_177375.jpg,177375,0,100
3x4@_0_178959.jpg,178959,0,100
3x4@_0_179016.jpg,179016,0,100
3x4@_0_179211.jpg,179211,0,100
3x4@_0_179214.jpg,179214,0,100
3x4@_0_179217.jpg,179217,0,100
3x4@_0_179220.jpg,179220,0,100
3x4@_0_179688.jpg,179688,0,100
3x4@_0_179700.jpg,179700,0,100
3x4@_0_184350.jpg,184350,0,100
3x4@_0_184392.jpg,184392,0,100
3x4@_0_184395.jpg,184395,0,100
3x4@_0_184398.jpg,184398,0,100
3x4@_0_184548.jpg,184548,0,100
3x4@_0_184551.jpg,184551,0,100
3x4@_0_184581.jpg,184581,0,100
3x4@_0_184599.jpg,184599,0,100
3x4@_0_184620.jpg,184620,0,100
3x4@_0_189606.jpg,189606,0,100
3x4@_0_189615.jpg,189615,0,100
3x4@_0_189636.jpg,189636,0,100
3x4@_0_189720.jpg,189720,0,100
3x4@_0_189723.jpg,189723,0,100
3x4@_0_189942.jpg,189942,0,100
3x4@_0_190224.jpg,190224,0,100
3x4@_0_190398.jpg,190398,0,100
3x4@_0_190422.jpg,190422,0,100
3x4@_0_190491.jpg,190491,0,100
3x4@_0_190644.jpg,190644,0,100
3x4@_0_190665.jpg,190665,0,100
3x4@_0_190671.jpg,190671,0,100
3x4@_0_190674.jpg,190674,0,100
3x4@_0_190677.jpg,190677,0,100
3x4@_0_190683.jpg,190683,0,100
3x4@_0_194241.jpg,194241,0,100
3x4@_0_194247.jpg,194247,0,100
3x4@_0_194268.jpg,194268,0,100
3x4@_0_194340.jpg,194340,0,100
3x4@_0_194703.jpg,194703,0,100
3x4@_0_194709.jpg,194709,0,100
3x4@_0_194712.jpg,194712,0,100
3x4@_0_194727.jpg,194727,0,100
3x4@_0_194730.jpg,194730,0,100
3x4@_0_194739.jpg,194739,0,100
3x4@_0_194742.jpg,194742,0,100
3x4@_0_197691.jpg,197691,0,100
3x4@_0_197772.jpg,197772,0,100
3x4@_0_197775.jpg,197775,0,100
3x4@_0_197790.jpg,197790,0,100
3x4@_0_198006.jpg,198006,0,100
3x4@_0_198021.jpg,198021,0,100
3x4@_0_198165.jpg,198165,0,100
3x4@_0_198168.jpg,198168,0,100
3x4@_0_198186.jpg,198186,0,100
3x4@_0_198198.jpg,198198,0,100
3x4@_0_198228.jpg,198228,0,100
3x4@_0_198642.jpg,198642,0,100
3x4@_0_198645.jpg,198645,0,100
3x4@_0_198663.jpg,198663,0,100
3x4@_0_198681.jpg,198681,0,100
3x4@_0_198690.jpg,198690,0,100
3x4@_0_198708.jpg,198708,0,100
3x4@_0_198711.jpg,198711,0,100
3x4@_0_198714.jpg,198714,0,100
3x4@_0_198732.jpg,198732,0,100
3x4@_0_198738.jpg,198738,0,100
3x4@_0_198747.jpg,198747,0,100
3x4@_0_198753.jpg,198753,0,100
3x4@_0_198762.jpg,198762,0,100
3x4@_0_198765.jpg,198765,0,100
3x4@_0_198768.jpg,198768,0,100
3x4@_0_198774.jpg,198774,0,100
3x4@_0_198777.jpg,198777,0,100
3x4@_0_198786.jpg,198786,0,100
3x4@_0_200730.jpg,200730,0,100
