ImageNameInternal,ObjectId,PatchId,PercentageOfWhite
3x4@_0_295773.jpg,295773,0,26
3x4@_0_298407.jpg,298407,0,25
3x4@_0_88650.jpg,88650,0,29
3x4@_10_124212.jpg,124212,10,26
3x4@_10_124569.jpg,124569,10,26
3x4@_10_124605.jpg,124605,10,25
3x4@_10_124614.jpg,124614,10,26
3x4@_10_145358.jpg,145358,10,26
3x4@_10_156581.jpg,156581,10,26
3x4@_10_157715.jpg,157715,10,29
3x4@_10_158198.jpg,158198,10,25
3x4@_10_158204.jpg,158204,10,25
3x4@_10_164817.jpg,164817,10,25
3x4@_10_164820.jpg,164820,10,25
3x4@_10_164823.jpg,164823,10,25
3x4@_10_164835.jpg,164835,10,26
3x4@_10_164838.jpg,164838,10,26
3x4@_10_165144.jpg,165144,10,25
3x4@_10_172290.jpg,172290,10,26
3x4@_10_172296.jpg,172296,10,28
3x4@_10_172698.jpg,172698,10,25
3x4@_10_176862.jpg,176862,10,27
3x4@_10_176925.jpg,176925,10,27
3x4@_10_177000.jpg,177000,10,25
3x4@_10_177015.jpg,177015,10,28
3x4@_10_177021.jpg,177021,10,27
3x4@_10_177030.jpg,177030,10,25
3x4@_10_177060.jpg,177060,10,26
3x4@_10_181713.jpg,181713,10,25
3x4@_10_182169.jpg,182169,10,27
3x4@_10_182187.jpg,182187,10,25
3x4@_10_182202.jpg,182202,10,26
3x4@_10_182214.jpg,182214,10,26
3x4@_10_182232.jpg,182232,10,26
3x4@_10_182235.jpg,182235,10,26
3x4@_10_187266.jpg,187266,10,26
3x4@_10_187842.jpg,187842,10,26
3x4@_10_188013.jpg,188013,10,27
3x4@_10_188409.jpg,188409,10,29
3x4@_10_191754.jpg,191754,10,25
3x4@_10_192003.jpg,192003,10,25
3x4@_10_192006.jpg,192006,10,26
3x4@_10_192123.jpg,192123,10,25
3x4@_10_192249.jpg,192249,10,25
3x4@_10_196002.jpg,196002,10,25
3x4@_10_196035.jpg,196035,10,27
3x4@_10_196164.jpg,196164,10,26
3x4@_10_199134.jpg,199134,10,25
3x4@_10_199668.jpg,199668,10,28
3x4@_10_202278.jpg,202278,10,29
3x4@_10_202521.jpg,202521,10,26
3x4@_10_202530.jpg,202530,10,27
3x4@_10_203064.jpg,203064,10,26
3x4@_10_205338.jpg,205338,10,25
3x4@_10_205470.jpg,205470,10,26
3x4@_10_205656.jpg,205656,10,25
3x4@_10_205662.jpg,205662,10,25
3x4@_10_205800.jpg,205800,10,29
3x4@_10_205869.jpg,205869,10,27
3x4@_10_205920.jpg,205920,10,28
3x4@_10_208368.jpg,208368,10,25
3x4@_10_208458.jpg,208458,10,26
3x4@_10_208551.jpg,208551,10,26
3x4@_10_208653.jpg,208653,10,27
3x4@_10_208689.jpg,208689,10,28
3x4@_10_210801.jpg,210801,10,27
3x4@_10_210816.jpg,210816,10,25
3x4@_10_210900.jpg,210900,10,25
3x4@_10_213763.jpg,213763,10,25
3x4@_10_213769.jpg,213769,10,26
3x4@_10_214108.jpg,214108,10,26
3x4@_10_214120.jpg,214120,10,25
3x4@_10_214123.jpg,214123,10,27
3x4@_10_214165.jpg,214165,10,26
3x4@_10_214246.jpg,214246,10,25
3x4@_10_217126.jpg,217126,10,27
3x4@_10_217426.jpg,217426,10,27
3x4@_10_220033.jpg,220033,10,27
3x4@_10_220054.jpg,220054,10,27
3x4@_10_220480.jpg,220480,10,27
3x4@_10_221926.jpg,221926,10,26
3x4@_10_222016.jpg,222016,10,29
3x4@_10_222025.jpg,222025,10,25
3x4@_10_222283.jpg,222283,10,25
3x4@_10_222301.jpg,222301,10,26
3x4@_10_222304.jpg,222304,10,29
3x4@_10_224095.jpg,224095,10,28
3x4@_10_224098.jpg,224098,10,28
3x4@_10_227974.jpg,227974,10,26
3x4@_10_227992.jpg,227992,10,27
3x4@_10_230092.jpg,230092,10,25
3x4@_10_230164.jpg,230164,10,27
3x4@_10_230218.jpg,230218,10,26
3x4@_10_230386.jpg,230386,10,25
3x4@_10_230581.jpg,230581,10,25
3x4@_10_232924.jpg,232924,10,26
3x4@_10_232978.jpg,232978,10,26
