ImageNameInternal,ObjectId,PatchId,PercentageOfWhite
6x8@_0_109782.jpg,109782,0,96
6x8@_0_109803.jpg,109803,0,97
6x8@_0_114069.jpg,114069,0,99
6x8@_0_117354.jpg,117354,0,99
6x8@_0_117558.jpg,117558,0,96
6x8@_0_119349.jpg,119349,0,95
6x8@_0_122718.jpg,122718,0,96
6x8@_0_122724.jpg,122724,0,99
6x8@_0_122793.jpg,122793,0,97
6x8@_0_122850.jpg,122850,0,97
6x8@_0_122961.jpg,122961,0,99
6x8@_0_125529.jpg,125529,0,96
6x8@_0_125727.jpg,125727,0,99
6x8@_0_127980.jpg,127980,0,98
6x8@_0_127989.jpg,127989,0,96
6x8@_0_128043.jpg,128043,0,98
6x8@_0_131442.jpg,131442,0,96
6x8@_0_131547.jpg,131547,0,95
6x8@_0_132438.jpg,132438,0,95
6x8@_0_132570.jpg,132570,0,99
6x8@_0_132753.jpg,132753,0,99
6x8@_0_135126.jpg,135126,0,98
6x8@_0_136314.jpg,136314,0,96
6x8@_0_136635.jpg,136635,0,97
6x8@_0_139092.jpg,139092,0,99
6x8@_0_141602.jpg,141602,0,95
6x8@_0_141716.jpg,141716,0,99
6x8@_0_141731.jpg,141731,0,97
6x8@_0_141872.jpg,141872,0,99
6x8@_0_141887.jpg,141887,0,99
6x8@_0_141893.jpg,141893,0,99
6x8@_0_145283.jpg,145283,0,99
6x8@_0_145313.jpg,145313,0,98
6x8@_0_145316.jpg,145316,0,99
6x8@_0_145358.jpg,145358,0,99
6x8@_0_145361.jpg,145361,0,99
6x8@_0_146426.jpg,146426,0,99
6x8@_0_152155.jpg,152155,0,99
6x8@_0_152605.jpg,152605,0,99
6x8@_0_152632.jpg,152632,0,99
6x8@_0_154477.jpg,154477,0,99
6x8@_0_154642.jpg,154642,0,99
6x8@_0_154654.jpg,154654,0,99
6x8@_0_155371.jpg,155371,0,97
6x8@_0_155374.jpg,155374,0,97
6x8@_0_158204.jpg,158204,0,98
6x8@_0_158207.jpg,158207,0,98
6x8@_0_158213.jpg,158213,0,99
6x8@_0_163272.jpg,163272,0,99
6x8@_0_163857.jpg,163857,0,98
6x8@_0_164073.jpg,164073,0,97
6x8@_0_164076.jpg,164076,0,99
6x8@_0_164139.jpg,164139,0,97
6x8@_0_168111.jpg,168111,0,99
6x8@_0_168741.jpg,168741,0,99
6x8@_0_168750.jpg,168750,0,97
6x8@_0_168783.jpg,168783,0,99
6x8@_0_168798.jpg,168798,0,98
6x8@_0_168807.jpg,168807,0,99
6x8@_0_168813.jpg,168813,0,99
6x8@_0_169794.jpg,169794,0,99
6x8@_0_169935.jpg,169935,0,95
6x8@_0_169953.jpg,169953,0,96
6x8@_0_169956.jpg,169956,0,95
6x8@_0_175521.jpg,175521,0,99
6x8@_0_177285.jpg,177285,0,98
6x8@_0_177288.jpg,177288,0,99
6x8@_0_177291.jpg,177291,0,99
6x8@_0_177429.jpg,177429,0,98
6x8@_0_177432.jpg,177432,0,98
6x8@_0_177435.jpg,177435,0,95
6x8@_0_181647.jpg,181647,0,95
6x8@_0_181653.jpg,181653,0,95
6x8@_0_181734.jpg,181734,0,98
6x8@_0_185874.jpg,185874,0,99
6x8@_0_186333.jpg,186333,0,96
6x8@_0_186372.jpg,186372,0,99
6x8@_0_189768.jpg,189768,0,95
6x8@_0_189948.jpg,189948,0,99
6x8@_0_189951.jpg,189951,0,99
6x8@_0_190170.jpg,190170,0,99
6x8@_0_190530.jpg,190530,0,99
6x8@_0_190539.jpg,190539,0,95
6x8@_0_194082.jpg,194082,0,96
6x8@_0_194175.jpg,194175,0,99
6x8@_0_194313.jpg,194313,0,99
6x8@_0_194418.jpg,194418,0,99
6x8@_0_194967.jpg,194967,0,99
6x8@_0_198954.jpg,198954,0,99
6x8@_0_199014.jpg,199014,0,99
6x8@_0_199158.jpg,199158,0,99
6x8@_0_200769.jpg,200769,0,95
6x8@_0_200772.jpg,200772,0,96
6x8@_0_200973.jpg,200973,0,99
6x8@_0_201003.jpg,201003,0,99
6x8@_0_201009.jpg,201009,0,99
6x8@_0_201546.jpg,201546,0,99
6x8@_0_201726.jpg,201726,0,99
6x8@_0_201852.jpg,201852,0,99
6x8@_0_204978.jpg,204978,0,99
6x8@_0_204981.jpg,204981,0,99
6x8@_0_205038.jpg,205038,0,99
6x8@_0_205524.jpg,205524,0,99
6x8@_0_205605.jpg,205605,0,99
6x8@_0_205608.jpg,205608,0,97
6x8@_0_205611.jpg,205611,0,96
6x8@_0_207240.jpg,207240,0,99
6x8@_0_207399.jpg,207399,0,99
6x8@_0_207564.jpg,207564,0,97
6x8@_0_207567.jpg,207567,0,98
6x8@_0_207600.jpg,207600,0,99
6x8@_0_209361.jpg,209361,0,99
6x8@_0_209424.jpg,209424,0,99
6x8@_0_209523.jpg,209523,0,99
6x8@_0_209877.jpg,209877,0,99
6x8@_0_209940.jpg,209940,0,99
6x8@_0_209970.jpg,209970,0,99
6x8@_0_211290.jpg,211290,0,99
6x8@_0_211606.jpg,211606,0,98
6x8@_0_211639.jpg,211639,0,99
6x8@_0_214123.jpg,214123,0,99
6x8@_0_214210.jpg,214210,0,99
6x8@_0_214216.jpg,214216,0,98
6x8@_0_214234.jpg,214234,0,99
6x8@_0_214237.jpg,214237,0,99
6x8@_0_214570.jpg,214570,0,99
6x8@_0_214582.jpg,214582,0,99
6x8@_0_214591.jpg,214591,0,99
6x8@_0_214642.jpg,214642,0,99
6x8@_0_214702.jpg,214702,0,99
6x8@_0_214747.jpg,214747,0,96
6x8@_0_214756.jpg,214756,0,99
6x8@_0_217339.jpg,217339,0,99
6x8@_0_219211.jpg,219211,0,99
6x8@_0_219220.jpg,219220,0,96
6x8@_0_219238.jpg,219238,0,99
6x8@_0_219247.jpg,219247,0,99
6x8@_0_219256.jpg,219256,0,99
6x8@_0_219265.jpg,219265,0,99
6x8@_0_219277.jpg,219277,0,99
6x8@_0_220819.jpg,220819,0,98
6x8@_0_220834.jpg,220834,0,99
6x8@_0_221023.jpg,221023,0,98
6x8@_0_221026.jpg,221026,0,99
6x8@_0_221209.jpg,221209,0,99
6x8@_0_223471.jpg,223471,0,99
6x8@_0_223570.jpg,223570,0,99
6x8@_0_223621.jpg,223621,0,99
6x8@_0_223789.jpg,223789,0,99
6x8@_0_223843.jpg,223843,0,98
6x8@_0_225904.jpg,225904,0,99
6x8@_0_226039.jpg,226039,0,99
6x8@_0_226081.jpg,226081,0,98
6x8@_0_226168.jpg,226168,0,99
6x8@_0_227779.jpg,227779,0,99
6x8@_0_227896.jpg,227896,0,99
6x8@_0_228601.jpg,228601,0,99
6x8@_0_228724.jpg,228724,0,96
6x8@_0_228883.jpg,228883,0,99
6x8@_0_232030.jpg,232030,0,99
6x8@_0_232033.jpg,232033,0,99
6x8@_0_232072.jpg,232072,0,99
6x8@_0_232990.jpg,232990,0,99
6x8@_0_233101.jpg,233101,0,99
6x8@_0_233416.jpg,233416,0,99
6x8@_0_233428.jpg,233428,0,99
6x8@_0_234718.jpg,234718,0,99
6x8@_0_234721.jpg,234721,0,98
6x8@_0_234892.jpg,234892,0,98
6x8@_0_234952.jpg,234952,0,99
6x8@_0_234955.jpg,234955,0,99
6x8@_0_234979.jpg,234979,0,95
6x8@_0_234985.jpg,234985,0,99
6x8@_0_235018.jpg,235018,0,99
6x8@_0_235066.jpg,235066,0,99
6x8@_0_235072.jpg,235072,0,98
6x8@_0_235180.jpg,235180,0,97
6x8@_0_236734.jpg,236734,0,95
6x8@_0_236983.jpg,236983,0,98
6x8@_0_237004.jpg,237004,0,99
6x8@_0_237082.jpg,237082,0,99
6x8@_0_237214.jpg,237214,0,99
6x8@_0_237217.jpg,237217,0,98
6x8@_0_237235.jpg,237235,0,99
6x8@_0_237241.jpg,237241,0,98
6x8@_0_239236.jpg,239236,0,99
6x8@_0_239287.jpg,239287,0,99
6x8@_0_239293.jpg,239293,0,98
6x8@_0_239323.jpg,239323,0,99
6x8@_0_239335.jpg,239335,0,99
6x8@_0_239596.jpg,239596,0,99
6x8@_0_239689.jpg,239689,0,99
6x8@_0_240166.jpg,240166,0,97
6x8@_0_240391.jpg,240391,0,99
6x8@_0_241897.jpg,241897,0,99
6x8@_0_242050.jpg,242050,0,99
6x8@_0_242068.jpg,242068,0,99
