ImageNameInternal,ObjectId,PatchId,PercentageOfWhite
6x8@_10_111501.jpg,111501,10,53
6x8@_10_113730.jpg,113730,10,52
6x8@_10_115059.jpg,115059,10,51
6x8@_10_131196.jpg,131196,10,52
6x8@_10_140331.jpg,140331,10,54
6x8@_10_143567.jpg,143567,10,51
6x8@_10_144290.jpg,144290,10,51
6x8@_10_160127.jpg,160127,10,53
6x8@_10_162279.jpg,162279,10,52
6x8@_10_162891.jpg,162891,10,53
6x8@_10_163098.jpg,163098,10,51
6x8@_10_172158.jpg,172158,10,53
6x8@_10_172308.jpg,172308,10,53
6x8@_10_172404.jpg,172404,10,53
6x8@_10_177669.jpg,177669,10,50
6x8@_10_178056.jpg,178056,10,53
6x8@_10_182586.jpg,182586,10,51
6x8@_10_183666.jpg,183666,10,50
6x8@_10_183675.jpg,183675,10,50
6x8@_10_183915.jpg,183915,10,51
6x8@_10_188577.jpg,188577,10,52
6x8@_10_188592.jpg,188592,10,52
6x8@_10_188817.jpg,188817,10,51
6x8@_10_192879.jpg,192879,10,54
6x8@_10_196629.jpg,196629,10,54
6x8@_10_196962.jpg,196962,10,54
6x8@_10_197169.jpg,197169,10,50
6x8@_10_200052.jpg,200052,10,53
6x8@_10_200058.jpg,200058,10,54
6x8@_10_200325.jpg,200325,10,52
6x8@_10_200361.jpg,200361,10,51
6x8@_10_203631.jpg,203631,10,50
6x8@_10_203871.jpg,203871,10,52
6x8@_10_207660.jpg,207660,10,54
6x8@_10_207732.jpg,207732,10,51
6x8@_10_208023.jpg,208023,10,53
6x8@_10_208095.jpg,208095,10,52
6x8@_10_209451.jpg,209451,10,51
6x8@_10_212629.jpg,212629,10,53
6x8@_10_212686.jpg,212686,10,51
6x8@_10_215707.jpg,215707,10,53
6x8@_10_215752.jpg,215752,10,51
6x8@_10_220687.jpg,220687,10,52
6x8@_10_220726.jpg,220726,10,53
6x8@_10_220816.jpg,220816,10,54
6x8@_10_222979.jpg,222979,10,51
6x8@_10_222982.jpg,222982,10,54
6x8@_10_223360.jpg,223360,10,54
6x8@_10_225517.jpg,225517,10,50
6x8@_10_225526.jpg,225526,10,53
6x8@_10_225628.jpg,225628,10,50
6x8@_10_225733.jpg,225733,10,51
6x8@_10_225841.jpg,225841,10,51
6x8@_10_227584.jpg,227584,10,50
6x8@_10_227644.jpg,227644,10,54
6x8@_10_227707.jpg,227707,10,51
6x8@_10_227710.jpg,227710,10,54
6x8@_10_227782.jpg,227782,10,54
6x8@_10_229396.jpg,229396,10,52
6x8@_10_229576.jpg,229576,10,53
6x8@_10_229627.jpg,229627,10,50
6x8@_10_233002.jpg,233002,10,51
6x8@_10_234691.jpg,234691,10,52
6x8@_10_234925.jpg,234925,10,52
6x8@_10_237865.jpg,237865,10,54
6x8@_10_237949.jpg,237949,10,52
6x8@_10_237958.jpg,237958,10,52
6x8@_10_237964.jpg,237964,10,53
6x8@_10_239638.jpg,239638,10,50
6x8@_10_239701.jpg,239701,10,53
6x8@_10_241633.jpg,241633,10,50
6x8@_10_244822.jpg,244822,10,53
6x8@_10_244906.jpg,244906,10,52
6x8@_10_244978.jpg,244978,10,54
6x8@_10_248314.jpg,248314,10,53
6x8@_10_248653.jpg,248653,10,54
6x8@_10_251026.jpg,251026,10,52
6x8@_10_251134.jpg,251134,10,53
6x8@_10_253300.jpg,253300,10,52
6x8@_10_253315.jpg,253315,10,50
6x8@_10_254599.jpg,254599,10,54
6x8@_10_256594.jpg,256594,10,51
6x8@_10_256837.jpg,256837,10,50
6x8@_10_257884.jpg,257884,10,50
6x8@_10_258340.jpg,258340,10,52
6x8@_10_260029.jpg,260029,10,53
6x8@_10_262837.jpg,262837,10,54
6x8@_10_262987.jpg,262987,10,50
6x8@_10_263077.jpg,263077,10,50
6x8@_10_264658.jpg,264658,10,53
6x8@_10_266707.jpg,266707,10,52
6x8@_10_266911.jpg,266911,10,54
6x8@_10_266986.jpg,266986,10,52
6x8@_10_268162.jpg,268162,10,53
6x8@_10_268171.jpg,268171,10,54
6x8@_10_268180.jpg,268180,10,51
6x8@_10_268183.jpg,268183,10,54
6x8@_10_268198.jpg,268198,10,53
6x8@_10_269866.jpg,269866,10,52
6x8@_10_270112.jpg,270112,10,54
6x8@_10_271723.jpg,271723,10,54
6x8@_10_271789.jpg,271789,10,52
6x8@_10_272056.jpg,272056,10,51
6x8@_10_275583.jpg,275583,10,53
6x8@_10_281211.jpg,281211,10,51
6x8@_10_281229.jpg,281229,10,53
6x8@_10_282828.jpg,282828,10,51
6x8@_10_283044.jpg,283044,10,52
6x8@_10_286458.jpg,286458,10,51
6x8@_10_286557.jpg,286557,10,53
6x8@_10_289764.jpg,289764,10,52
6x8@_10_289890.jpg,289890,10,50
6x8@_10_292893.jpg,292893,10,50
6x8@_10_294267.jpg,294267,10,53
6x8@_10_294486.jpg,294486,10,50
6x8@_10_296598.jpg,296598,10,54
6x8@_10_51008.jpg,51008,10,52
6x8@_10_76484.jpg,76484,10,52
6x8@_10_mpn944-3129.jpg,mpn944-3129,10,52
6x8@_10_mpn944-4171.jpg,mpn944-4171,10,50
6x8@_10_mpn961-6521.jpg,mpn961-6521,10,53
6x8@_10_mpn969-6067.jpg,mpn969-6067,10,50
6x8@_10_mpn969-6633.jpg,mpn969-6633,10,51
6x8@_11_155317.jpg,155317,11,54
6x8@_11_167280.jpg,167280,11,51
6x8@_11_168084.jpg,168084,11,53
6x8@_11_168111.jpg,168111,11,51
6x8@_11_180732.jpg,180732,11,52
6x8@_11_181281.jpg,181281,11,51
